District Number,District Name,School Name,School Number,Calendar Name,Instructional Days,Instructional Minutes,Instructional Hours,Operating 4 Day
6001,Aberdeen 06-1,Aberdeen Alternative Learning Center,12,17-18 Aberdeen Alternative Lea,174,64722,1078.7,No
6001,Aberdeen 06-1,C.C. Lee Elementary,5,17-18 C.C. Lee Elementary,173,59985,999.75,No
6001,Aberdeen 06-1,Central High School,1,17-18 Central High School,173,69390,1156.5,No
6001,Aberdeen 06-1,Holgate Middle School,2,17-18 Holgate Middle School,174,62766,1046.1,No
6001,Aberdeen 06-1,Lincoln Elementary,8,17-18 Lincoln Elementary,174,60315,1005.25,No
6001,Aberdeen 06-1,May Overby Elementary,9,17-18 May Overby Elementary,174,60315,1005.25,No
6001,Aberdeen 06-1,Mike Miller Elementary,7,17-18 Mike Miller Elementary,174,60315,1005.25,No
6001,Aberdeen 06-1,New Beginnings,89,17-18 New Beginnings,174,67175,1119.58333,No
6001,Aberdeen 06-1,O.M. Tiffany Elementary,11,17-18 O.M. Tiffany Elementary,174,60315,1005.25,No
6001,Aberdeen 06-1,Simmons Elementary,10,17-18 Simmons Elementary,174,60315,1005.25,No
6001,Aberdeen 06-1,Simmons Middle School,3,17-18 Simmons Middle School,174,64722,1078.7,No
58003,Agar-Blunt-Onida 58-3,Blunt Elementary,3,17-18 Blunt 4th-5th ,169,56510,941.83333,No
58003,Agar-Blunt-Onida 58-3,Blunt Elementary,3,17-18 Blunt K-3,169,56510,941.83333,No
58003,Agar-Blunt-Onida 58-3,Onida Elementary,4,17-18 Onida 4th-6th,169,62142,1035.7,No
58003,Agar-Blunt-Onida 58-3,Onida Elementary,4,17-18 Onida K-3,169,56510,941.83333,No
58003,Agar-Blunt-Onida 58-3,Sully Buttes High School,7,17-18 Sully Buttes High School,169,62142,1035.7,No
58003,Agar-Blunt-Onida 58-3,Sully Buttes Junior High,6,17-18 Sully Buttes Junior High,169,62142,1035.7,No
61001,Alcester-Hudson 61-1,Alcester-Hudson Elementary,4,17-18 Alcester-Hudson ELEM,170,62089,1034.81667,No
61001,Alcester-Hudson 61-1,Alcester-Hudson High School,1,17-18 Alcester-Hudson High Sch,170,61670,1027.83333,No
61001,Alcester-Hudson 61-1,Alcester-Hudson JH,3,17-18 Alcester-Hudson JH,170,61670,1027.83333,No
11001,Andes Central 11-1,Andes Central Elementary,2,17-18 Andes Central Elementary,167,68110,1135.16667,No
11001,Andes Central 11-1,Andes Central High School,1,17-18 Andes Central High Schoo,167,65476,1091.26667,No
11001,Andes Central 11-1,Andes Central Middle School,4,17-18 Andes Central Jr High,167,65486,1091.43333,No
11001,Andes Central 11-1,Lakeview Colony Elem,5,17-18 Lakeview Colony Elem,167,64370,1072.83333,No
11001,Andes Central 11-1,Pease Creek Colony Elementary,6,17-18 Pease Creek Colony ,143,59405,990.08333,No
38001,Arlington 38-1,Arlington Elementary,2,17-18 Arlington Elementary,166,58580,976.33333,No
38001,Arlington 38-1,Arlington Elementary,2,17-18 Kindergarten,166,58940,982.33333,No
38001,Arlington 38-1,Arlington High School,1,17-18 Arlington High School,166,61728,1028.8,No
38001,Arlington 38-1,Arlington Junior High School,3,17-18 Arlington Junior High Sc,166,61728,1028.8,No
21001,Armour 21-1,Armour Elementary,2,17-18 Armour Elementary,175,68335,1138.91667,No
21001,Armour 21-1,Armour High School,1,17-18 Armour High School,175,64010,1066.83333,No
21001,Armour 21-1,Armour Middle School,3,17-18 Armour Middle School,175,66086,1101.43333,No
4001,Avon 04-1,Avon Elementary School,2,17-18 Avon Elem,166,58785,979.75,No
4001,Avon 04-1,Avon Elementary School,2,17-18 Avon KG,163,52860,881,No
4001,Avon 04-1,Avon High School,1,17-18 Avon HS,166,64536,1075.6,No
4001,Avon 04-1,Avon Jr High School,5,17-18 Avon JH,166,64536,1075.6,No
49001,Baltic 49-1,Baltic Elem,2, 17-18 Baltic Elem 4-5,185,63995,1066.58333,No
49001,Baltic 49-1,Baltic Elem,2,17-18 Baltic Elem K-3,185,58625,977.08333,No
49001,Baltic 49-1,Baltic High School,1,17-18 Baltic High School,174,66052,1100.86667,No
49001,Baltic 49-1,Baltic Middle School,3,17-18 Baltic Middle School,174,66052,1100.86667,No
9001,Belle Fourche 09-1,Belle Fourche Education Connection,9,17-18 Belle Fourche Education ,156,64584,1076.4,No
9001,Belle Fourche 09-1,Belle Fourche HS,1,17-18 Belle Fourche HS,157,64998,1083.3,Yes
9001,Belle Fourche 09-1,Belle Fourche MS,7,17-18 Belle Fourche MS,162,65940,1099,Yes
9001,Belle Fourche 09-1,North Park Elementary,8,17-18 North Park Elementary,158,55800,930,Yes
9001,Belle Fourche 09-1,South Park Elementary,3,17-18 South Park Elementary,157,59290,988.16667,Yes
3001,Bennett County 03-1,Bennett County High School,1,17-18 Bennett County High Scho,149,61920,1032,Yes
3001,Bennett County 03-1,Bennett County Middle School,6,17-18 Bennett County Jr High,149,61920,1032,Yes
3001,Bennett County 03-1,Martin Elem,3,17-18 Martin Elem,150,62340,1039,Yes
61002,Beresford 61-2,Beresford Elementary,2,17-18 Beresford Elementary,172,58931,982.18333,No
61002,Beresford 61-2,Beresford High School,1,17-18 Beresford High School,172,62230,1037.16667,No
61002,Beresford 61-2,Beresford Middle School,3,17-18 Beresford Middle School,172,62398,1039.96667,No
25001,Big Stone City 25-1,Big Stone City Elementary,1,2017-2018 Big Stone City Eleme,167,57050,950.83333,No
25001,Big Stone City 25-1,Big Stone MS,3,2017-2018 Big Stone MS,167,58117,958.98333,No
52001,Bison 52-1,Bison Elementary,2,Bison Elementary 17-18,142,58101,968.35,Yes
52001,Bison 52-1,Bison High School,1,Bison High School 17-18,142,60206,1003.43333,Yes
52001,Bison 52-1,Bison JH,4,Bison JH 17-18,142,60209,1003.48333,Yes
4002,Bon Homme 04-2,BH Colony Alternative HS,19,17-18 BH Colony Alternative HS,151,60650,1010.83333,Yes
4002,Bon Homme 04-2,Bon Homme High School,1,17-18 Bon Homme High School,151,60105,1001.75,Yes
4002,Bon Homme 04-2,Bon Homme Middle School,2,17-18 Bon Homme Middle School,150,60049,1000.81667,Yes
4002,Bon Homme 04-2,Hutterische Colony Elementary,18,17-18 Hutterische Colony Eleme,151,62425,1040.41667,Yes
4002,Bon Homme 04-2,Hutterische Colony Elementary,18,JK 17-18 Hutterische Colony El,150,60180,1003,Yes
4002,Bon Homme 04-2,Springfield Elementary,3,17-18 Springfield Elementary,151,60630,1010.5,Yes
4002,Bon Homme 04-2,Tabor Elementary,5,17-18 Tabor Elementary,151,60780,1013,Yes
4002,Bon Homme 04-2,Tyndall Elementary,4,17-18 Tyndall Elementary,151,60630,1010.5,Yes
4002,Bon Homme 04-2,Tyndall Elementary,4,JK 17-18 Tyndall Elementary,144,26015,433.58333,Yes
22001,Bowdle 22-1,Bowdle Elementary,2,Bowdle Elementary,166,64020,1067,No
22001,Bowdle 22-1,Bowdle High School,1,Bowdle High School,166,61146,1019.1,No
22001,Bowdle 22-1,Bowdle Jr High,3,Bowdle Junior High,166,63210,1053.5,No
49002,Brandon Valley 49-2,Brandon Elem,3,17-18 Brandon Elem,175,60530,1008.83333,No
49002,Brandon Valley 49-2,Brandon Valley Hi Sch,1,17-18 Brandon Valley Hi Sch,175,62805,1046.75,No
49002,Brandon Valley 49-2,Brandon Valley Intermediate,7,17-18 Brandon Valley Intermedi,175,64893,1081.55,No
49002,Brandon Valley 49-2,Brandon Valley Middle Sch,2,17-18 Brandon Valley Middle Sc,175,64730,1078.83333,No
49002,Brandon Valley 49-2,Fred Assam Elementary,6,17-18 Fred Assam Elementary,175,60530,1008.83333,No
49002,Brandon Valley 49-2,Robert Bennis Elementary,5,17-18 Robert Bennis Elementary,175,60530,1008.83333,No
49002,Brandon Valley 49-2,Valley Springs Elem,4,17-18 Valley Springs Elem,175,60530,1008.83333,No
30003,Bridgewater-Emery 30-3,Bridgewater-Emery Elementary,2,17-18 Bridgewater-Emery Elemen,174,63331,1055.51667,No
30003,Bridgewater-Emery 30-3,Bridgewater-Emery High School,1,17-18 Bridgewater-Emery High S,174,74230,1237.16667,No
30003,Bridgewater-Emery 30-3,Bridgewater-Emery Middle School,4,17-18 Bridgewater-Emery Middle,174,67140,1119,No
45004,Britton-Hecla 45-4,Britton-Hecla Elementary School,2,17-18 B-H Elem,172,60480,1008,No
45004,Britton-Hecla 45-4,Britton-Hecla High School,1,17-18 HS,164,60955,1015.91667,No
45004,Britton-Hecla 45-4,Britton-Hecla Middle School,3,17-18 JH,164,60955,1015.91667,No
45004,Britton-Hecla 45-4,Sunset Colony Elementary,4,17-18 Sunset Colony,165,58230,970.5,No
45004,Britton-Hecla 45-4,Sunset Colony High School,6,17-18 SCHS,164,60955,1015.91667,No
45004,Britton-Hecla 45-4,Westwood Rural Elementary,5,17-18 Westwood Colony,164,58050,967.5,No
5001,Brookings 05-1,Brookings Hi Sch,1,Brookings 17-18 High School,173,62535,1042.25,No
5001,Brookings 05-1,Camelot Intermediate School,6,Brookings 17-18 Camelot Int,173,63704,1061.73333,No
5001,Brookings 05-1,Dakota Prairie Elementary,7,Brookings 17-18 Dak Pra Elem,173,62697,1044.95,No
5001,Brookings 05-1,George S Mickelson Middle School,2,Brookings 17-18 Mickelson MS,173,61940,1032.33333,No
5001,Brookings 05-1,Hillcrest Elem,4,Brookings 17-18 Hillcrest Elem,173,62697,1044.95,No
5001,Brookings 05-1,Medary Elem,5,Brookings 17-18 Medary Elem,173,62697,1044.95,No
26002,Burke 26-2,Burke Elementary School,2,17-18 Burke Elementary School,167,60125,1002.08333,No
26002,Burke 26-2,Burke Elementary School,2,BG 17-18 Burke Elementary Scho,79,28440,474,No
26002,Burke 26-2,Burke High School,1,17-18 Burke High School,167,60263,1004.38333,No
26002,Burke 26-2,Burke Middle School,4,17-18 Burke JH,167,60454,1007.56667,No
43001,Canistota 43-1,Canistota Elementary School,2,17-18 CES,177,64143,1069.05,No
43001,Canistota 43-1,Canistota High School,1,17-18 Canistota High School,177,65853,1097.55,No
43001,Canistota 43-1,Canistota Middle School,3,17-18 Canistota Middle School,177,66603,1110.05,No
41001,Canton 41-1,Canton High School,1,17-18 Canton High School,173,61867,1031.11667,No
41001,Canton 41-1,Canton Middle School,4,17-18 Canton Middle School,173,64472,1074.53333,No
41001,Canton 41-1,Keystone Treatment Center,88,17-18 Keystone Treatment Cente,205,79130,1318.83333,No
41001,Canton 41-1,Lawrence Elementary,2,17-18 Lawrence Elementary,173,59786,996.43333,No
28001,Castlewood 28-1,Castlewood Elementary,2,17-18 Castlewood Elementary,169,65550,1092.5,No
28001,Castlewood 28-1,Castlewood High School,1,17-18 Castlewood High School,169,65067,1084.45,No
28001,Castlewood 28-1,Castlewood Jr High School,3,17-18 Castlewood Jr High Schoo,169,65067,1084.45,No
28001,Castlewood 28-1,Claremont Colony Elementary,4,17-18 Claremont Colony Element,169,60525,1008.75,No
60001,Centerville 60-1,Centerville Elem,2,17-18 Centerville Elem,171,60543,1009.05,No
60001,Centerville 60-1,Centerville Hi Sch,1,17-18 Centerville Hi Sch,171,63045,1050.75,No
60001,Centerville 60-1,Centerville Middle School,3,17-18 Centerville Middle Schoo,171,63045,1050.75,No
7001,Chamberlain 07-1,Chamberlain Elementary School,3,17-18 Chamberlain Elem 5-6,171,60504,1008.4,No
7001,Chamberlain 07-1,Chamberlain Elementary School,3,17-18 Chamberlain Elem K-4,171,60504,1008.4,No
7001,Chamberlain 07-1,Chamberlain High School,1,17-18 Chamberlain High School,171,62556,1042.6,No
7001,Chamberlain 07-1,Chamberlain Jr. High,2,17-18 Chamberlain Jr. High,172,62556,1042.6,No
39001,Chester Area 39-1,Chester Area Cyber School,92,17-18 Chester Area Cyber Schoo,170,67262,1121.03333,No
39001,Chester Area 39-1,Chester Area Elementary School,2,17-18 Chester Area Elementary ,170,64836,1080.6,No
39001,Chester Area 39-1,Chester Area High School,1,17-18 Chester Area High School,170,66390,1106.5,No
39001,Chester Area 39-1,Chester Area Middle School,3,17-18 Chester Area Middle Scho,170,65196,1086.6,No
39001,Chester Area 39-1,Gracevale Colony,7,17-18 Gracevale Colony,170,64476,1074.6,No
39001,Chester Area 39-1,High Plains,6,17-18 Alternative School,170,67262,1121.03333,No
39001,Chester Area 39-1,Rustic Acres,4,17-18 Rustic Acres,170,64476,1074.6,No
12002,Clark 12-2,Clark Elementary School,2,17-18 Clark Elementary School,163,57860,964.33333,No
12002,Clark 12-2,Clark High School,1,17-18 Clark High School,163,61724,1028.73333,No
12002,Clark 12-2,Clark Middle School,3,17-18 Clark Middle School,163,63012,1050.2,No
12002,Clark 12-2,Fordham Colony Elementary,4,17-18 Fordham Colony Elementar,163,58504,975.06667,No
12002,Clark 12-2,Hillcrest Colony Elementary,5,17-18 Hillcrest Colony Element,163,58504,975.06667,No
12002,Clark 12-2,Silver Lake Colony,7,17-18 Silver Lake Colony,163,58504,975.06667,No
50005,Colman-Egan 50-5,Colman Elem,3,17-18 Colman Elem,169,63130,1052.16667,No
50005,Colman-Egan 50-5,Colman-Egan Hi Sch,1,17-18 Colman-Egan Hi Sch,169,63190,1053.16667,No
50005,Colman-Egan 50-5,Colman-Egan Jr Hi,2,17-18 Colman-Egan Jr Hi,169,63190,1053.16667,No
59003,Colome Consolidated,Colome Elementary School,2,2017-2018 Colome Elementary Sc,167,67635,1127.25,No
59003,Colome Consolidated,Colome High School,1,2017-2018 Colome High School,167,65610,1093.5,No
59003,Colome Consolidated,Colome Middle School,3,2017-2018 Colome Middle School,167,67635,1127.25,No
59003,Colome Consolidated,Wood Elementary,5,2017-2018 Wood Elementary,167,59118,985.3,No
21003,Corsica-Stickney 21-3,Corsica-Stickney Elementary,2,17-18 Corsica-Stickney Elem,173,63700,1061.66667,No
21003,Corsica-Stickney 21-3,Corsica-Stickney High School,1,17-18 Corsica-Stickney High Sc,173,67440,1124,No
21003,Corsica-Stickney 21-3,Corsica-Stickney Jr. High,3,17-18 Corsica-Stickney Jr. Hig,173,65250,1087.5,No
16001,Custer 16-1,Custer Elementary,2,17-18 Custer Elementary,151,62050,1034.16667,Yes
16001,Custer 16-1,Custer High School,1,17-18 Custer High School,154,61568,1026.13333,Yes
16001,Custer 16-1,Custer JH,5,17-18 Custer JH,151,60320,1005.33333,Yes
16001,Custer 16-1,Hermosa Elem,4,17-18 Hermosa Elem,164,68572,1142.86667,Yes
61008,Dakota Valley 61-8,Dakota Valley Elementary School,2,17-18 Dakota Valley Elementary,176,65660,1094.33333,No
61008,Dakota Valley 61-8,Dakota Valley High School,1,17-18 Dakota Valley High Schoo,176,63135,1052.25,No
61008,Dakota Valley 61-8,Dakota Valley Middle School,3,17-18 Dakota Valley Middle Sch,176,62728,1045.46667,No
61008,Dakota Valley 61-8,Dakota Valley Upper Elem,4,17-18 Dakota Valley Upper Elem,176,62728,1045.46667,No
38002,De Smet 38-2,De Smet High School,1,17-18 De Smet High School,171,62800,1046.66667,No
38002,De Smet 38-2,De Smet Middle School,3,17-18 De Smet Middle School,172,62400,1040,No
38002,De Smet 38-2,Laura Ingalls Wilder Elem,2,JR. KG 17-18 LIW,109,36360,606,No
38002,De Smet 38-2,Laura Ingalls Wilder Elem,2,KG LIW 17-18,134,43920,732,No
49003,Dell Rapids 49-3,Dell Rapids Elementary,2,17-18 Dell Rapids Elementary,184,65772,1096.2,No
49003,Dell Rapids 49-3,Dell Rapids High School,1,17-18 Dell Rapids High School,174,63696,1061.6,No
49003,Dell Rapids 49-3,Dell Rapids Middle School,3,17-18 Dell Rapids Middle Schoo,184,65772,1096.2,No
5006,Deubrook Area 05-6,Deubrook Elementary,3,17-18 Deubrook Elementary,168,59930,998.83333,No
5006,Deubrook Area 05-6,Deubrook High School,1,17-18 Deubrook High School,168,60683,1011.38333,No
5006,Deubrook Area 05-6,Deubrook Jr High,2,17-18 Deubrook Jr High,168,60683,1011.38333,No
5006,Deubrook Area 05-6,Norfeld Colony School ,7,17-18 Norfeld Colony School ,168,59930,998.83333,No
5006,Deubrook Area 05-6,Red Willow Colony School,9,17-18 Red Willow Colony School,168,59930,998.83333,No
19004,Deuel 19-4,Clear Lake  Elementary,2,17-18 Clear Lake  Elementary,151,64779,1079.65,Yes
19004,Deuel 19-4,Clear Lake  Elementary,2,K 17-18 Clear Lake  Elementary,151,64779,1079.65,Yes
19004,Deuel 19-4,Clear Lake Middle School,4,17-18 Clear Lake Middle School,151,60551,1009.18333,Yes
19004,Deuel 19-4,Deuel High School,1,17-18 Deuel High School,151,60400,1006.66667,Yes
56002,Doland 56-2,Camrose Colony Elementary,6,17-18 Camrose Colony Elementar,161,61985,1033.08333,Yes
56002,Doland 56-2,Clark Colony Elementary,5,17-18 Clark Colony Elementary,169,65065,1084.41667,Yes
56002,Doland 56-2,Doland Elementary,3,17-18 Doland Early Childhood,208,83200,1386.66667,No
56002,Doland 56-2,Doland Elementary,3,17-18 Doland Elementary,169,66755,1112.58333,Yes
56002,Doland 56-2,Doland High School,1,17-18 Doland High School,163,66178,1102.96667,Yes
56002,Doland 56-2,Doland Junior High,2,17-18 Doland Junior High,169,68614,1143.56667,Yes
56002,Doland 56-2,Hillside Colony Elementary,4,17-18 Hillside Colony Elementa,169,65065,1084.41667,Yes
56002,Doland 56-2,Hillside Colony High School,7,17-18 Hillside Colony High Sch,169,65065,1084.41667,Yes
51001,Douglas 51-1,Douglas High School,3,17-18 Douglas High School,164,61356,1022.6,No
51001,Douglas 51-1,Douglas Middle School,1,17-18 Douglas Middle School,164,61036,1017.26667,No
51001,Douglas 51-1,Patriot Elementary,6,Badger Clark,189,68916,1148.6,No
51001,Douglas 51-1,Patriot Elementary,6,Francis Case,179,65316,1088.6,No
51001,Douglas 51-1,Vandenberg Elementary,2,17-18 Vandenberg Elementary,164,59916,998.6,No
64002,Dupree 64-2,Dupree Elem,2,17-18 Kindergarten,170,61374,1022.9,No
64002,Dupree 64-2,Dupree Elem,2,17-18 Kindergarten,170,61374,1022.9,No
64002,Dupree 64-2,Dupree Hi Sch,1,17-18 Dupree Hi Sch,165,62884,1048.06667,No
64002,Dupree 64-2,Dupree Jr Hi,4,17-18 Dupree Jr Hi,380,148454,2474.23333,No
20001,Eagle Butte 20-1,C-EB E.A.G.L.E. Center,9,17-18 C-EB E.A.G.L.E. Center,157,60480,1008,No
20001,Eagle Butte 20-1,C-EB E.A.G.L.E. Center High School,7,17-18 C-EB E.A.G.L.E. Center H,157,60480,1008,No
20001,Eagle Butte 20-1,C-EB High School,1,17-18 C-EB High School,157,60480,1008,No
20001,Eagle Butte 20-1,C-EB Junior High,6,17-18 C-EB Junior High,157,60874,1014.56667,No
20001,Eagle Butte 20-1,C-EB Primary,2,17-18 C-EB Primary,157,61380,1023,No
20001,Eagle Butte 20-1,C-EB Upper Elementary,3,17-18 C-EB Upper Elementary,159,61355,1022.58333,No
23001,Edgemont 23-1,Edgemont Elementary,3,17-18 Edgemont Elem 6-7-8,148,60060,1001,Yes
23001,Edgemont 23-1,Edgemont Elementary,3,K-5 17-18 Edgemont Elementary,157,66120,1102,Yes
23001,Edgemont 23-1,Edgemont High School,1,17-18 Edgemont High School,146,59220,987,Yes
22005,Edmunds Central 22-5,Boulder Colony School,6,17-18 Boulder Colony School,149,58187,969.78333,Yes
22005,Edmunds Central 22-5,Edmunds Central Elementary,5,17-18 Edmunds Central Elementa,149,57786,963.1,Yes
22005,Edmunds Central 22-5,Edmunds Central Hi Sch,1,17-18 Edmunds Central Hi Sch,149,59901,998.35,Yes
22005,Edmunds Central 22-5,Edmunds Central Middle School,2,17-18 Edmunds Central Middle S,149,63901,1065.01667,Yes
16002,Elk Mountain 16-2,Elk Mountain Elem,1,17-18 Elk Mountain Elem,147,61770,1029.5,Yes
16002,Elk Mountain 16-2,Elk Mountain High School,4,17-18 Elk Mountain High School,145,57960,966,Yes
16002,Elk Mountain 16-2,Elk Mountain Virtual HS,92,17-18 Elk Mountain Virtual HS,145,58650,977.5,Yes
61007,Elk Point-Jefferson 61-7,Elk Point Jefferson Elementary,2,17-18 Elk Point Jefferson Elem,172,65130,1085.5,No
61007,Elk Point-Jefferson 61-7,Elk Point Jefferson High School,1,17-18 Elk Point Jefferson High,172,66320,1105.33333,No
61007,Elk Point-Jefferson 61-7,Elk Point Jefferson Middle School,3,17-18 Elk Point Jefferson Midd,172,63375,1056.25,No
5003,Elkton 05-3,Elkton Elementary School,2,KG 17-18 Elkton Elementary Sch,172,66420,1107,No
5003,Elkton 05-3,Elkton Elementary School,2,ES 17-18 Elkton Elementary Sch,174,67190,1119.83333,No
5003,Elkton 05-3,Elkton High School,1,17-18 Elkton High School,172,63518,1058.63333,No
5003,Elkton 05-3,Elkton Junior High,3,17-18 Elkton Junior High,172,63858,1064.3,No
5003,Elkton 05-3,Newdale Colony Elem,4,17-18 Newdale Colony Elem,177,67960,1132.66667,No
5003,Elkton 05-3,Rolland Colony Elem,5,17-18 Rolland Colony Elem,173,66805,1113.41667,No
28002,Estelline 28-2,Estelline Elementary School,2,17-18 Sharon F Delzer Elem,175,64454,1074.23333,No
28002,Estelline 28-2,Estelline High School,1,17-18 Estelline High School,175,69810,1163.5,No
28002,Estelline 28-2,Estelline Middle School,3,17-18 Estelline Junior High,175,69002,1150.03333,No
17001,Ethan 17-1,Ethan Elementary,2,17-18 Ethan Elementary,170,60064,1001.06667,No
17001,Ethan 17-1,Ethan Elementary,2,17-18 Kindergarten 1,143,50614,843.56667,Yes
17001,Ethan 17-1,Ethan High School,1,17-18 Ethan High School,170,66616,1110.26667,No
17001,Ethan 17-1,Ethan Jr. High,3,17-18 Ethan Jr. High,170,66616,1110.26667,No
44001,Eureka 44-1,Eureka Elementary School,2,17-18 Eureka Elementary School,169,60348,1005.8,No
44001,Eureka 44-1,Eureka Elementary School,2,Kind 17-18,169,60348,1005.8,No
44001,Eureka 44-1,Eureka High School,1,17-18 Eureka High School,169,62846,1047.43333,No
44001,Eureka 44-1,Eureka MS,3,17-18 Eureka MS,169,62846,1047.43333,No
46002,Faith 46-2,Faith Elementary School,2,17-18 Faith Elementary School,141,57755,962.58333,Yes
46002,Faith 46-2,Faith Elementary School,2,KG 17-18 Faith Elementary Scho,141,53538,892.3,Yes
46002,Faith 46-2,Faith High School,1,17-18 Faith High School,141,58450,974.16667,Yes
46002,Faith 46-2,Faith Jr. High,6,17-18 Faith Jr. High,141,58450,974.16667,Yes
46002,Faith 46-2,Maurine Elem.,4,17-18 Maurine Elem.,141,57745,962.41667,Yes
46002,Faith 46-2,Maurine Elem.,4,KG 17-18 Maurine Elem.,90,36870,614.5,Yes
24004,Faulkton Area,Blumengard Colony Elem,6,17-18 Blumengard Colony Elem,168,59565,992.75,No
24004,Faulkton Area,Brentwood Colony School,5,17-18 Brentwood Colony School,168,59565,992.75,No
24004,Faulkton Area,Faulkton Elem,2,17-18 Faulkton Elem,168,58740,979,No
24004,Faulkton Area,Faulkton Hi Sch,1,17-18 Faulkton Hi Sch,168,61215,1020.25,No
24004,Faulkton Area,Faulkton Jr Hi,8,17-18 Faulkton Jr Hi,168,61215,1020.25,No
24004,Faulkton Area,Thunderbird Colony Elem,10,17-18 Thunderbird Colony Elem,168,59565,992.75,No
50003,Flandreau 50-3,Flandreau Elem,4,17-18 Flandreau Elem,164,56406,940.1,No
50003,Flandreau 50-3,Flandreau Elem,4,5th 17-18 Flandreau Elem,164,55332,922.2,No
50003,Flandreau 50-3,Flandreau High Sch,1,17-18 Flandreau High Sch,164,57815,963.58333,No
50003,Flandreau 50-3,Flandreau Middle Sch,3,17-18 Flandreau Middle Sch,164,57986,966.43333,No
50003,Flandreau 50-3,Pleasant Valley Colony Elem,6,17-18 Pleasant Valley Colony E,164,58359,972.65,No
14001,Florence 14-1,Florence Elementary School,2,17-18 Elem,173,60066,1001.1,No
14001,Florence 14-1,Florence High School,1,17-18 HS,173,61080,1018,No
14001,Florence 14-1,Florence Middle School,3,17-18 MID,173,61080,1018,No
6002,Frederick Area 06-2,Frederick Elementary,2,17-18 Frederick Elementary,146,57978,966.3,Yes
6002,Frederick Area 06-2,Frederick High School,1,17-18 Frederick High School,145,57897,964.95,Yes
6002,Frederick Area 06-2,Frederick Jr High,3,17-18 Frederick Jr High,145,58306,971.76667,Yes
33001,Freeman 33-1,Freeman Elem,2,17-18 Freeman Elem,174,59014,983.56667,No
33001,Freeman 33-1,Freeman High School,1,17-18 Freeman High School,174,63819,1063.65,No
33001,Freeman 33-1,Freeman Jr High,5,17-18 Freeman Jr High,174,63819,1063.65,No
33001,Freeman 33-1,Tschetter Colony Elementary,3,17-18 Tschetter Colony Element,174,57154,672.65,No
33001,Freeman 33-1,Wolf Creek Colony Elementary,4,17-18 Wolf Creek Colony Elemen,174,57154,952.56667,No
49004,Garretson 49-4,Garretson Elementary,2,17-18 Garretson Elementary,169,60140,1002.33333,No
49004,Garretson 49-4,Garretson High School,1,17-18 Garretson High School,169,62740,1045.66667,No
49004,Garretson 49-4,Garretson Middle School,3,17-18 Garretson Middle School,169,62906,1048.43333,No
63001,Gayville-Volin 63-1,Gayville-Volin Elementary,2,17-18 G-V KG (jr),144,50850,847.5,No
63001,Gayville-Volin 63-1,Gayville-Volin Elementary,2,17-18 G-V Kindergarten,167,59130,985.5,No
63001,Gayville-Volin 63-1,Gayville-Volin Elementary,2,17-18 G-V Lower Elem (1-2),167,59130,985.5,No
63001,Gayville-Volin 63-1,Gayville-Volin Elementary,2,17-18 G-V Upper Elem (3-6),167,65490,1091.5,No
63001,Gayville-Volin 63-1,Gayville-Volin Hi Sch,1,17-18 G-V HS,167,63900,1065,No
63001,Gayville-Volin 63-1,Gayville-Volin JH,3,17-18 G-V JH,167,63900,1065,No
53001,Gettysburg 53-1,Gettysburg Elem,2,17-18 Gettysburg Elem,163,59663,994.38333,No
53001,Gettysburg 53-1,Gettysburg High School,1,17-18 Gettysburg High School,163,62390,1039.83333,No
53001,Gettysburg 53-1,Gettysburg Middle School,3,17-18 Gettysburg Junior High,163,62390,1039.83333,No
26004,Gregory 26-4,Gregory Elementary School,2,17-18 Gregory Elementary Schoo,167,62685,1044.75,No
26004,Gregory 26-4,Gregory High School,1,17-18 Gregory High School,167,59880,998,No
26004,Gregory 26-4,Gregory Jr High School,4,17-18 Gregory Jr High School,167,59880,998,No
6006,Groton Area,Groton Area Elementary School ,2,17-18 Groton Area Elementary S,169,63120,1052,No
6006,Groton Area,Groton Area High School,1,17-18 Groton Area High School,168,60473,1007.88333,No
6006,Groton Area,Groton Area MS,4,17-18 Groton Area MS,168,60473,1007.88333,No
27001,Haakon 27-1,Milesville Elem,8,17-18 Milesville K-8,151,58170,969.5,Yes
27001,Haakon 27-1,Philip Elementary School,2,17-18 Philip Elementary School,151,58170,969.5,Yes
27001,Haakon 27-1,Philip High School,1,17-18 Philip High School,151,62718,1045.3,Yes
27001,Haakon 27-1,Philip Junior High,3,17-18 Philip Junior High,151,62658,1044.3,Yes
28003,Hamlin 28-3,Hamlin Elementary,9,17-18 Hamlin Elementary,169,62655,1044.25,No
28003,Hamlin 28-3,Hamlin Elementary,9,KG 17-18 Hamlin Elementary,169,62655,1044.25,No
28003,Hamlin 28-3,Hamlin Hi Sch,1,17-18 Hamlin Hi Sch,168,62376,1039.6,No
28003,Hamlin 28-3,Hamlin Middle School,2,17-18 Hamlin Middle School,169,62746,1045.76667,No
30001,Hanson 30-1,Hanson Alternative Colony High School,7,17-18 Hanson Alternative Colon,174,62169,1036.15,No
30001,Hanson 30-1,Hanson Elementary School,6,17-18 Hanson Elementary School,169,63860,1064.33333,No
30001,Hanson 30-1,Hanson High School,1,17-18 Hanson High School,169,64856,1080.93333,No
30001,Hanson 30-1,Hanson Middle School,2,17-18 Hanson Middle School,169,64856,1080.93333,No
